0.0331927		0.0331927		0.0331926		0.0331926		0.0331925		0.0331924		0.0331923		0.0331921		0.0331918		0.0331915		0.033191		0.0331903		0.0331893		0.033188		0.0331861		0.0331836		0.03318		0.033175		0.0331679		0.0331584		0.033145		0.0331264		0.0331004		0.0330644		0.0330144		0.0329451		0.0328487		0.0327158		0.0325242		0.0322833		0.0319196		0.0314385		0.0307971		0.0299201		0.0287873		0.0274006		0.0258454		0.0244383		0.0235848		0.0233024		0.0228197		0.0217606		0.0208867		0.0202439		0.019481		0.0188195		0.0181705		0.0175699		0.0170173		0.0165109		0.0160436		0.0156188		0.0152294		0.0148851		0.0145696		0.0142914		0.0140451		0.0138259		0.0136347		0.0134589		0.0133129		0.013182		0.0130687		0.0129681		0.0128832		0.012808		0.0127447		0.012689		0.0126413		0.0126002		0.0125654		0.0125351		0.0125085		0.0124864		0.0124672		0.012451		0.0124374		0.0124254		0.0124154		0.0124067		0.0123993		0.0123932		0.0123879		0.0123834		0.0123796		0.012376
0.0319461		0.0319461		0.031946		0.031946		0.0319459		0.0319458		0.0319457		0.0319455		0.0319452		0.0319449		0.0319444		0.0319437		0.0319428		0.0319414		0.0319396		0.0319371		0.0319336		0.0319287		0.0319217		0.0319123		0.0318991		0.0318808		0.0318553		0.0318199		0.0317707		0.0317025		0.0316077		0.031477		0.0312887		0.031052		0.0306949		0.0302229		0.0295945		0.0287372		0.0276336		0.0262898		0.0247959		0.0234634		0.0226718		0.0224018		0.0219089		0.0208872		0.0200663		0.0194354		0.0187077		0.018067		0.0174428		0.0168644		0.0163316		0.0158433		0.0153925		0.0149826		0.0146066		0.0142726		0.0139693		0.0137005		0.0134618		0.0132496		0.0130647		0.0128938		0.0127544		0.0126278		0.012518		0.012421		0.012339		0.0122665		0.0122045		0.0121509		0.0121043		0.0120647		0.012031		0.0120017		0.0119757		0.0119543		0.0119358		0.0119201		0.0119067		0.0118952		0.0118855		0.0118773		0.0118703		0.011864		0.0118589		0.0118543		0.0118503		0.0118477
0.0309174		0.0309174		0.0309173		0.0309173		0.0309172		0.0309171		0.030917		0.0309168		0.0309166		0.0309162		0.0309157		0.0309151		0.0309141		0.0309128		0.030911		0.0309085		0.0309051		0.0309002		0.0308933		0.0308841		0.0308711		0.0308531		0.0308279		0.030793		0.0307445		0.0306773		0.0305839		0.0304551		0.0302696		0.0300366		0.0296852		0.0292212		0.0286041		0.0277638		0.0266852		0.0253777		0.0239352		0.0226642		0.021922		0.0216606		0.021161		0.0201718		0.0193927		0.0187722		0.0180733		0.0174501		0.0168462		0.016286		0.0157697		0.0152964		0.0148591		0.0144615		0.0140967		0.0137725		0.013478		0.0132191		0.012985		0.0127798		0.0126001		0.0124338		0.0122974		0.0121746		0.0120677		0.0119743		0.0118937		0.0118228		0.0117628		0.0117104		0.0116655		0.011627		0.0115939		0.0115653		0.0115402		0.0115194		0.0115014		0.0114861		0.0114731		0.011462		0.0114526		0.0114443		0.0114372		0.0114315		0.0114265		0.0114224		0.0114186		0.011415
0.0296957		0.0296957		0.0296957		0.0296956		0.0296956		0.0296955		0.0296953		0.0296952		0.0296949		0.0296946		0.0296941		0.0296934		0.0296925		0.0296913		0.0296895		0.029687		0.0296836		0.0296789		0.0296721		0.0296631		0.0296503		0.0296326		0.0296078		0.0295736		0.029526		0.0294601		0.0293683		0.029242		0.0290601		0.0288316		0.0284873		0.0280332		0.0274302		0.0266109		0.025563		0.0243001		0.0229196		0.0217212		0.0210353		0.0207828		0.0202769		0.0193283		0.0185964		0.0179895		0.0173243		0.0167225		0.0161421		0.0156037		0.0151069		0.0146515		0.0142303		0.0138472		0.0134956		0.0131831		0.012899		0.0126473		0.0124236		0.0122255		0.012052		0.0118923		0.0117597		0.011641		0.011538		0.0114471		0.0113699		0.0113011		0.011243		0.0111928		0.0111492		0.0111118		0.01108		0.0110522		0.0110278		0.0110079		0.0109903		0.0109756		0.0109631		0.0109521		0.0109429		0.0109351		0.0109285		0.0109227		0.0109179		0.0109138		0.0109102		0.0109073
0.0286888		0.0286887		0.0286887		0.0286887		0.0286886		0.0286885		0.0286884		0.0286882		0.028688		0.0286876		0.0286872		0.0286865		0.0286856		0.0286844		0.0286826		0.0286802		0.0286769		0.0286722		0.0286655		0.0286566		0.028644		0.0286266		0.0286023		0.0285686		0.0285217		0.0284569		0.0283667		0.0282424		0.0280636		0.0278391		0.027501		0.0270554		0.0264645		0.0256632		0.0246416		0.0234164		0.0220877		0.0209489		0.0203076		0.0200612		0.0195519		0.0186379		0.0179431		0.0173482		0.0167103		0.0161265		0.0155655		0.0150449		0.0145643		0.0141235		0.0137157		0.0133446		0.0130039		0.012701		0.012426		0.0121815		0.0119636		0.0117724		0.0116045		0.0114486		0.0113202		0.0112046		0.0111054		0.0110168		0.0109411		0.0108746		0.0108183		0.0107696		0.0107271		0.0106907		0.0106599		0.0106334		0.0106094		0.0105901		0.010573		0.0105587		0.0105464		0.0105359		0.0105269		0.0105193		0.0105127		0.0105071		0.0105026		0.0104986		0.0104951		0.0104923
0.0276923		0.0276923		0.0276922		0.0276922		0.0276921		0.027692		0.0276919		0.0276917		0.0276915		0.0276912		0.0276907		0.0276901		0.0276892		0.0276879		0.0276862		0.0276839		0.0276806		0.027676		0.0276694		0.0276607		0.0276483		0.0276312		0.0276072		0.0275741		0.0275281		0.0274643		0.0273757		0.0272536		0.027078		0.0268576		0.0265259		0.0260891		0.0255106		0.0247279		0.0237331		0.022546		0.0212692		0.0201889		0.0195901		0.0193488		0.0188376		0.0179589		0.0172992		0.0167171		0.0161058		0.0155402		0.0149982		0.0144952		0.0140306		0.0136043		0.0132097		0.0128505		0.0125207		0.0122273		0.0119606		0.0117234		0.0115136		0.0113277		0.0111644		0.0110137		0.0108891		0.0107767		0.0106801		0.0105943		0.010521		0.0104567		0.0104027		0.0103544		0.010313		0.0102782		0.010248		0.010222		0.0101991		0.01018		0.0101633		0.0101496		0.0101377		0.0101274		0.0101188		0.0101113		0.0101055		0.0100995		0.0100951		0.0100912		0.0100878		0.010085
0.0265109		0.0265108		0.0265108		0.0265108		0.0265107		0.0265106		0.0265105		0.0265103		0.0265101		0.0265098		0.0265093		0.0265087		0.0265078		0.0265066		0.026505		0.0265026		0.0264994		0.0264949		0.0264885		0.02648		0.0264678		0.0264511		0.0264277		0.0263952		0.0263502		0.0262879		0.0262012		0.0260818		0.0259101		0.0256948		0.025371		0.0249451		0.0243821		0.0236222		0.0226602		0.0215196		0.020305		0.0192934		0.0187428		0.0185063		0.0179951		0.0171594		0.016539		0.0159734		0.0153927		0.0148493		0.0143298		0.0138476		0.013402		0.0129928		0.0126139		0.0122688		0.0119518		0.0116715		0.0114133		0.0111857		0.0109832		0.0108043		0.0106475		0.010502		0.0103822		0.0102739		0.0101804		0.010098		0.0100271		0.00996556		0.00991276		0.00986684		0.00982669		0.00979293		0.00976419		0.0097387		0.00971678		0.00969844		0.00968238		0.00966892		0.00965757		0.0096475		0.00963939		0.00963225		0.00962607		0.00962061		0.00961643		0.00961268		0.00960939		0.00960666
0.0255388		0.0255388		0.0255388		0.0255387		0.0255387		0.0255386		0.0255385		0.0255383		0.0255381		0.0255377		0.0255373		0.0255367		0.0255358		0.0255347		0.025533		0.0255307		0.0255276		0.0255232		0.0255169		0.0255085		0.0254966		0.0254802		0.0254572		0.0254254		0.0253812		0.0253201		0.025235		0.025118		0.0249498		0.0247389		0.0244219		0.0240054		0.0234556		0.0227152		0.0217811		0.0206795		0.0195167		0.018561		0.0180481		0.0178149		0.0173055		0.0165059		0.0159162		0.0153652		0.0148091		0.0142843		0.0137831		0.013318		0.0128881		0.012493		0.012127		0.0117935		0.0114872		0.0112145		0.0109664		0.0107462		0.01055		0.0103774		0.0102248		0.0100831		0.0099686		0.00986345		0.00977354		0.00969279		0.00962447		0.00956446		0.00951345		0.00946882		0.00943024		0.00939734		0.00936925		0.00934505		0.00932334		0.00930578		0.00929017		0.00927711		0.00926605		0.00925644		0.00924844		0.0092414		0.00923541		0.00923041		0.00922612		0.0092227		0.00921924		0.00921679
0.0243879		0.0243879		0.0243878		0.0243878		0.0243877		0.0243877		0.0243875		0.0243874		0.0243872		0.0243869		0.0243864		0.0243858		0.024385		0.0243838		0.0243822		0.02438		0.0243769		0.0243726		0.0243665		0.0243583		0.0243467		0.0243306		0.0243082		0.0242772		0.0242341		0.0241744		0.0240915		0.0239774		0.0238134		0.0236079		0.0232994		0.0228945		0.022361		0.0216445		0.0207446		0.0196903		0.0185892		0.0176988		0.0172284		0.0169983		0.0164931		0.0157369		0.0151817		0.0146492		0.0141215		0.0136192		0.0131397		0.0126948		0.0122834		0.011905		0.0115543		0.0112347		0.0109409		0.0106792		0.0104431		0.0102321		0.0100397		0.00987493		0.00972896		0.00959456		0.00948176		0.00938162		0.00929446		0.00921779		0.00915169		0.00909412		0.00904483		0.0090018		0.00896467		0.00893291		0.00890603		0.00888268		0.0088618		0.00884484		0.00882993		0.00881729		0.00880659		0.00879736		0.00878963		0.00878299		0.00877709		0.00877229		0.0087682		0.00876471		0.00876161		0.00875916
0.0234422		0.0234422		0.0234422		0.0234421		0.0234421		0.023442		0.0234419		0.0234417		0.0234415		0.0234412		0.0234408		0.0234402		0.0234394		0.0234382		0.0234367		0.0234345		0.0234315		0.0234273		0.0234213		0.0234132		0.0234019		0.0233862		0.0233642		0.0233339		0.0232917		0.0232333		0.0231522		0.0230406		0.0228802		0.0226794		0.0223782		0.0219833		0.0214637		0.0207676		0.0198965		0.0188819		0.0178319		0.0169944		0.016557		0.016329		0.015829		0.0151089		0.0145806		0.0140642		0.0135593		0.0130757		0.0126141		0.0121858		0.0117895		0.0114248		0.0110867		0.0107785		0.0104952		0.0102425		0.0100127		0.00980872		0.00962496		0.00946636		0.00932414		0.00919423		0.00908636		0.00898874		0.00890472		0.00883033		0.0087663		0.00871062		0.00866289		0.00862156		0.00858553		0.00855484		0.00852895		0.00850608		0.00848607		0.00846938		0.00845503		0.00844289		0.00843248		0.00842349		0.00841596		0.00840942		0.00840403		0.00839923		0.00839532		0.00839186		0.00838881		0.00838641
